case_id,source_file_identity,processed_audit_crc32,customer_count,depot_count,product_count,planning_days,demand_record_count,inventory_record_count,nonzero_demand_pairs,nonzero_inventory_pairs,demand_pair_density,inventory_pair_density,distance_field_available,km_cost_field_available,inventory_cost_field_available,shortage_cost_field_available,x0_reconstructible,x0_duplicate_pairs,x0_missing_or_nonfinite,raw_normalizer_consumable,selected_8_products_present,geographic_mapping_status,common_region_construction_status,product_selection_status,demand_aggregation_status,demand_deviation_status,x0_construction_status,capacity_proxy_status,inventory_ub_status,inventory_cost_status,shortage_cost_status,transport_cost_status,fixed_cost_status,service_parameters_status,b_ref_inputs_status,formal_pipeline_consumable,compatibility_classification,post_I,post_R,post_J,uncertainty_items,expected_direct_variables_gamma2,expected_direct_constraints_gamma2,post_processing_dimensions_status
210319,renault_data_pipeline/data/renault_raw/instances/instances/210319/,31b09113,633,16,29,22,403854,464,2118,0,0.11537832979244975,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210323,renault_data_pipeline/data/renault_raw/instances/instances/210323/,4e8b112d,690,13,29,20,400200,377,2144,0,0.1071464267866067,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210324,renault_data_pipeline/data/renault_raw/instances/instances/210324/,43a0f1dc,631,16,29,21,384279,464,2082,0,0.11377670910978742,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210330,renault_data_pipeline/data/renault_raw/instances/instances/210330/,8f7c2d00,760,11,29,20,440800,319,2254,0,0.10226860254083485,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210401,renault_data_pipeline/data/renault_raw/instances/instances/210401/,78fddde9,604,11,29,22,385352,319,2098,0,0.11977620461292532,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210407,renault_data_pipeline/data/renault_raw/instances/instances/210407/,1fc56869,595,17,30,21,374850,510,2083,0,0.11669467787114846,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210408,renault_data_pipeline/data/renault_raw/instances/instances/210408/,c0eee414,612,17,30,22,403920,510,2165,0,0.11791938997821351,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210409,renault_data_pipeline/data/renault_raw/instances/instances/210409/,bde41aed,614,14,30,22,405240,420,2182,0,0.11845819761129207,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210412,renault_data_pipeline/data/renault_raw/instances/instances/210412/,306df9af,603,14,30,19,343710,420,2102,0,0.11619679380873411,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210413,renault_data_pipeline/data/renault_raw/instances/instances/210413/,0cd58932,612,16,30,20,367200,480,2111,0,0.11497821350762527,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210414,renault_data_pipeline/data/renault_raw/instances/instances/210414/,26a31a2f,624,16,30,21,393120,480,2138,0,0.1142094017094017,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210416,renault_data_pipeline/data/renault_raw/instances/instances/210416/,19f82492,626,17,30,22,413160,510,2171,0,0.1156017039403621,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210426,renault_data_pipeline/data/renault_raw/instances/instances/210426/,f3f6a3a5,619,16,30,19,352830,480,2101,0,0.11313947226709747,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210427,renault_data_pipeline/data/renault_raw/instances/instances/210427/,3ab3561b,611,17,30,20,366600,510,2071,0,0.11298417894162575,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210428,renault_data_pipeline/data/renault_raw/instances/instances/210428/,4b238eff,631,18,30,21,397530,540,2130,0,0.11251980982567353,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210429,renault_data_pipeline/data/renault_raw/instances/instances/210429/,ad71af28,633,18,30,22,417780,540,2134,0,0.11237493417588204,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210503,renault_data_pipeline/data/renault_raw/instances/instances/210503/,aabff1f8,624,18,30,19,355680,540,2057,0,0.10988247863247863,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210505,renault_data_pipeline/data/renault_raw/instances/instances/210505/,c57f175e,612,18,30,21,385560,540,2038,0,0.11100217864923748,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210506,renault_data_pipeline/data/renault_raw/instances/instances/210506/,606497bb,615,18,30,22,405900,540,2065,0,0.11192411924119242,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210512,renault_data_pipeline/data/renault_raw/instances/instances/210512/,67987d79,605,17,30,21,381150,510,2060,0,0.11349862258953168,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210513,renault_data_pipeline/data/renault_raw/instances/instances/210513/,8b97235d,627,17,30,22,413820,510,2131,0,0.11329080276448697,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
210514,renault_data_pipeline/data/renault_raw/instances/instances/210514/,71ce4583,629,18,30,22,415140,540,2145,0,0.1136724960254372,0.0,True,True,True,True,True,0,0,True,True,RAW_COORDINATES_AVAILABLE_FORMAL_MAPPING_RULE_MISSING,FORMAL_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_RANKING_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_OBSERVED_VALUE_AVAILABLE_BASELINE_RULE_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,RAW_INPUT_AVAILABLE_FORMAL_TRANSFORM_MISSING,CALIBRATION_RULE_NOT_IN_ARCHIVE,CALIBRATION_RULE_NOT_IN_ARCHIVE,BLOCKED_BY_MISSING_FORMAL_INSTANCE_AND_INCUMBENT,False,REQUIRES_NEW_MODELING_ASSUMPTION,,,,,,,NOT_FROZEN
